"fname","actions","text","category"
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[1,1,1,4]","walk forward three times",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_5_Dirs_1.txt","Any[3,1,1,1,4]","turn left walk forward three times",""
"Cleaned-EDA_L0_2_7_Dirs_1.txt","Any[2,4]","turn to face the black floored hallway that is short and has the chair at the end",""
"Cleaned-EDA_L0_2_7_Dirs_1.txt","Any[2,1,1,4]","from this perspective turn to your right and walk two spaces",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[2,2,4]","with your back to the wall turn right",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[1,1,1,4]","move along the brick past the lamp to the hatrack",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[2,1,1,4]","turn right and walk along the flowered carpet until the left side alley is green octagon carpeting",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[3,1,1,1,2,4]","move to the end of this alley and turn right",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[1,1,4]","move past the chair to the stool",""
"Cleaned-WLH_L0_5_3_Dirs_1.txt","Any[2,1,4]","turn right and move into the dead end",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[2,4]","turn to face the brown floored hallway so that the chair is on your right",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[1,1,1,1,1,1,4]","walk forward five times",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_1_2_Dirs_1.txt","Any[1,1,4]","walk forward three times",""
"Cleaned-WLH_L0_5_7_Dirs_1.txt","Any[2,2,4]","with your back to the wall turn right",""
"Cleaned-WLH_L0_5_7_Dirs_1.txt","Any[1,1,1,4]","move along the brick floor past the lamp to the hatrack",""
"Cleaned-WLH_L0_5_7_Dirs_1.txt","Any[2,4]","at the hatrack turn right",""
"Cleaned-WLH_L0_5_7_Dirs_1.txt","Any[1,1,4]","move along the flowered carpet two blocks",""
"Cleaned-WLH_L0_5_7_Dirs_1.txt","Any[4]","the alley to your left should have green octagon carpet",""
"Cleaned-KXP_L0_1_4_Dirs_1.txt","Any[2,4]","go down toward the longer end of the hallway",""
"Cleaned-KXP_L0_1_4_Dirs_1.txt","Any[1,2,4]","1st rt",""
"Cleaned-KXP_L0_1_4_Dirs_1.txt","Any[1,1,3,4]","1st lft",""
"Cleaned-KXP_L0_1_4_Dirs_1.txt","Any[1,2,4]","1st right",""
"Cleaned-KXP_L0_1_4_Dirs_1.txt","Any[1,1,4]","keep going till the pink floored area is on your right",""
"Cleaned-EDA_L0_2_6_Dirs_1.txt","Any[2,4]","turn to face the long black hallway witht he lamp at the end",""
"Cleaned-EDA_L0_2_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-WLH_L0_5_2_Dirs_1.txt","Any[2,2,4]","with your back to the wall turn right",""
"Cleaned-WLH_L0_5_2_Dirs_1.txt","Any[1,1,1,1,1,4]","move forward past the lamp and the hatrack until you get to the stone floor",""
"Cleaned-WLH_L0_5_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-WLH_L0_5_2_Dirs_1.txt","Any[1,1,4]","move along the stone floor until you get to the octagon side alleys",""
"Cleaned-WLH_L0_5_2_Dirs_1.txt","Any[4]","you are one block away from an easel",""
"Cleaned-KXP_L0_7_1_Dirs_1.txt","Any[2,4]","go down the longer end of the pink floored area",""
"Cleaned-KXP_L0_7_1_Dirs_1.txt","Any[1,1,3,4]","make th first left",""
"Cleaned-KXP_L0_7_1_Dirs_1.txt","Any[1,1,1,1,3,4]","go down first left",""
"Cleaned-KXP_L0_7_1_Dirs_1.txt","Any[1,4]","go down till the bench",""
"Cleaned-KLS_L0_4_6_Dirs_1.txt","Any[2,1,4]","take the pink path to the red brick",""
"Cleaned-KLS_L0_4_6_Dirs_1.txt","Any[2,4]","go right on the red brick",""
"Cleaned-KLS_L0_4_6_Dirs_1.txt","Any[1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,4]","take a right next onto the black path at that juncture",""
"Cleaned-KLS_L0_4_6_Dirs_1.txt","Any[1,4]","6 should be one stop down",""
"Cleaned-WLH_L0_2_4_Dirs_1.txt","Any[2,1,1,1,4]","with your back to the easel walk forward two blocks until you get to the blue carpet",""
"Cleaned-WLH_L0_2_4_Dirs_1.txt","Any[3,4]","turn right",""
"Cleaned-WLH_L0_2_4_Dirs_1.txt","Any[1,1,4]","move forward one block until you get to the flower carpeted side alley",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[2,4]","place your back against the wall of the 't' intersection",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[2,4]","turn to the right",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[1,1,1,4]","go forward along the brick hall three segments to the intersection with the pink-flowered carpet hall passing a lamp",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[4]","this intersection contains a hatrack",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the blue-tiled hall",""
"Cleaned-EMWC_L0_5_4_Dirs_1.txt","Any[4]","there will be a bench two segments to your left",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[2,1,3,1,1,3,4]","follow this hallway out",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[1,1,1,4]","keep going till the pink floored area",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[3,4]","make a left",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[1,2,2,1,1,1,4]","keep going",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[3,4]","make the first left",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[1,4]","keep going",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[1,1,1,3,4]","make the first left",""
"Cleaned-KXP_L0_3_1_Dirs_1.txt","Any[1,4]","keep going until the bench",""
"Cleaned-WLH_L0_5_1_Dirs_1.txt","Any[2,3,4]","with your back to the wall turn left",""
"Cleaned-WLH_L0_5_1_Dirs_1.txt","Any[1,3,4]","move to the next alley and turn left",""
"Cleaned-WLH_L0_5_1_Dirs_1.txt","Any[1,4]","move along the wooden floor to the chair",""
"Cleaned-WLH_L0_5_1_Dirs_1.txt","Any[4]","in front of you is a hatrack",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[2,4]","place your back against the wall of the 't' intersection",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[1,4]","go forward along the brick hall away from the lamp one segment",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with a bare concrete hall",""
"Cleaned-EMWC_L0_5_1_Dirs_1.txt","Any[4]","there is a bench in this intersection",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[2,4]","go towad the lamp",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[1,1,1,2,4]","1st right",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[1,1,3,4]","1st left",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[1,1,4]","two spaces foward",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[3,4]","make a left",""
"Cleaned-KXP_L0_5_6_Dirs_1.txt","Any[1,4]","one space foward",""
"Cleaned-TJS_L0_3_6_Dirs_1.txt","Any[2,1,3,1,1,3,1,4]","go all the way down the winding hallway",""
"Cleaned-TJS_L0_3_6_Dirs_1.txt","Any[2,1,4]","then 2 movements to the right",""
"Cleaned-TJS_L0_1_4_Dirs_1.txt","Any[2,1,2,1,1,1,1,3,1,4]","position 4 is at the intersection of the blue and rose floored halls",""
"Cleaned-TJS_L0_1_2_Dirs_1.txt","Any[2,1,4]","one movement to the right",""
"Cleaned-TJS_L0_1_2_Dirs_1.txt","Any[2,4]","take a left down the hallway",""
"Cleaned-TJS_L0_1_2_Dirs_1.txt","Any[2,1,1,3,3,3,1,1,1,1,1,1,2,1,1,1,2,2,1,4]","but 2 is at the grey hallway and yellow hallway",""
"Cleaned-KXP_L0_5_3_Dirs_1.txt","Any[2,4]","make a left toward the longer end of the hallway",""
"Cleaned-KXP_L0_5_3_Dirs_1.txt","Any[1,1,1,2,4]","make a right at the pink floored are to your right",""
"Cleaned-KXP_L0_5_3_Dirs_1.txt","Any[1,1,3,1,1,1,2,1,1,2,1,4]","go foward then make a left keep going down this hallway to you get to the end",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[2,4]","only one direction to go",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[3,1,1,1,4]","turn left walk forward three times",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_3_4_Dirs_1.txt","Any[1,1,1,4]","walk forward three times",""
"Cleaned-EDA_L0_4_5_Dirs_1.txt","Any[2,4]","turn and face the blue floored hallway so that the pink floored hallway is on your left and the wall is on your right",""
"Cleaned-EDA_L0_4_5_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_4_5_Dirs_1.txt","Any[3,1,4]","turn left and walk forward once",""
"Cleaned-EDA_L0_4_5_Dirs_1.txt","Any[4]","you should be facing a wall with red floors on both sides",""
"Cleaned-EDA_L0_4_5_Dirs_1.txt","Any[2,1,4]","turn right and walk forward once",""
"Cleaned-WLH_L0_1_5_Dirs_1.txt","Any[2,3,4]","with your back to the wall turn left",""
"Cleaned-WLH_L0_1_5_Dirs_1.txt","Any[1,2,4]","move to the brick floor and turn right",""
"Cleaned-WLH_L0_1_5_Dirs_1.txt","Any[1,4]","move forward one alley",""
"Cleaned-WLH_L0_1_5_Dirs_1.txt","Any[4]","the alley to your left has grey floor and you see a lamp in front of you",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[2,4]","place your back against the wall of the 't' intersection",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[1,1,1,1,1,4]","go forward along the brick hall five segments to the intersection with the stone hall",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[1,1,1,1,1,4]","you will pass a lamp and a hatrack",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[1,4]","go forward along the stone hall one segment to the intersection with a bare concrete hall",""
"Cleaned-EMWC_L0_5_6_Dirs_1.txt","Any[4]","there will be a bench to your left",""
"Cleaned-WLH_L0_2_5_Dirs_1.txt","Any[2,1,1,4]","place your back to the easel and move forward two alleys along the stone floor",""
"Cleaned-WLH_L0_2_5_Dirs_1.txt","Any[3,1,1,1,1,1,4]","turn left and move along the brick floor past the hatrack and one alley past the lamp",""
"Cleaned-WLH_L0_2_5_Dirs_1.txt","Any[4]","to your right is a short alley with grey carpet",""
"Cleaned-KLS_L0_2_1_Dirs_1.txt","Any[2,1,1,4]","take the black path until you come to an intersection with red brick",""
"Cleaned-KLS_L0_2_1_Dirs_1.txt","Any[3,1,1,1,1,4]","go left onto the red brick path and go all the way down to where the butterflies are on the wall",""
"Cleaned-KLS_L0_2_1_Dirs_1.txt","Any[1,1,3,4]","at the intersection of the red brick and wood path go left onto the wood path",""
"Cleaned-KLS_L0_2_1_Dirs_1.txt","Any[1,4]","2 sections down you will see a bench",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[2,4]","orient yourself in the stone hall facing the end of the hall containing the easel",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[4]","the bench in the bare concrete hall should be to your left",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the yellow-tiled hall",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the bare concrete hall",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[1,1,4]","go forward two sections passing the chair to the intersection containing the stool",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_6_3_Dirs_1.txt","Any[1,4]","go forward one segment to the dead end",""
"Cleaned-KLS_L0_4_1_Dirs_1.txt","Any[2,1,4]","go straight on the pink flowered path to the intersection of the red brick",""
"Cleaned-KLS_L0_4_1_Dirs_1.txt","Any[2,4]","take a left onto the red brick",""
"Cleaned-KLS_L0_4_1_Dirs_1.txt","Any[1,1,1,1,4]","go all the way down until two sections past the lamp",""
"Cleaned-KLS_L0_4_1_Dirs_1.txt","Any[3,4]","take a left here at the intersection of the wood",""
"Cleaned-KLS_L0_4_1_Dirs_1.txt","Any[1,4]","go one section down to the bench and you are at position 1",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[2,4]","with your back to the wall",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[1,2,4]","move forward one block and turn right",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[1,1,1,1,1,4]","move past the lamp and one block past the hatrack",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-WLH_L0_1_7_Dirs_1.txt","Any[1,1,4]","move forward two blocks",""
"Cleaned-KXP_L0_4_5_Dirs_1.txt","Any[2,4]","turn around",""
"Cleaned-KXP_L0_4_5_Dirs_1.txt","Any[1,4]","go one space foward",""
"Cleaned-KXP_L0_4_5_Dirs_1.txt","Any[2,4]","make a right tinto butterfly walled area",""
"Cleaned-KXP_L0_4_5_Dirs_1.txt","Any[1,1,1,4]","go down three spaces",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[2,1,4]","go forward into the pink-flowered carpet hall one segment to the intersection with the brick hall",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[4]","this intersection contains a hatrack",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[1,1,1,4]","go forward four segments",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[1,1,1,4]","you will pass the bare concrete hall whose intersection contains the lamp",""
"Cleaned-EMWC_L0_4_5_Dirs_1.txt","Any[4]","the following 't' intersection will be empty as will the intersecting bare concrete hall",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[2,4]","only one direction to go",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[3,1,1,4]","turn left walk forward twice",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[3,1,1,1,4]","turn left walk forward three times",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[3,1,1,1,1,4]","turn left walk forward four times",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_1_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_5_6_Dirs_1.txt","Any[2,4]","turn so that the wall is on your right",""
"Cleaned-EDA_L0_5_6_Dirs_1.txt","Any[1,1,1,1,1,4]","walk forward five times",""
"Cleaned-EDA_L0_5_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_5_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_3_2_Dirs_1.txt","Any[2,4]","only one direction to go",""
"Cleaned-EDA_L0_3_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_3_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_2_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_2_Dirs_1.txt","Any[3,1,4]","turn left walk forward once",""
"Cleaned-TJS_L0_6_7_Dirs_1.txt","Any[2,1,4]","go forward one movement",""
"Cleaned-TJS_L0_6_7_Dirs_1.txt","Any[2,4]","then take a right",""
"Cleaned-TJS_L0_6_7_Dirs_1.txt","Any[1,1,4]","then go all the way down until you get to the yellow and rose floor intersection",""
"Cleaned-KXP_L0_2_1_Dirs_1.txt","Any[2,1,1,4]","move to the pink floored area",""
"Cleaned-KXP_L0_2_1_Dirs_1.txt","Any[2,4]","make a rt",""
"Cleaned-KXP_L0_2_1_Dirs_1.txt","Any[1,1,3,1,1,1,1,3,1,4]","go down make a left go down make left stop at the bench",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[2,4]","orient yourself along the stone hall with your back away from the end of the hall containing the easel",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[1,1,1,4]","go forward three segments to the intersection with the blue-tiled hall",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[4]","there is a lamp in this interesection",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[1,1,4]","go forward two segments passing the chair to the intersection with the pink-flowered carpet hall",""
"Cleaned-EMWC_L0_2_4_Dirs_1.txt","Any[4]","there is a bench two segments farther down the hall",""
"Cleaned-TJS_L0_4_1_Dirs_1.txt","Any[2,4]","go down the rose hall",""
"Cleaned-TJS_L0_4_1_Dirs_1.txt","Any[1,2,4]","then down the red hall",""
"Cleaned-TJS_L0_4_1_Dirs_1.txt","Any[1,1,1,1,3,4]","then take a left onto the wood hall",""
"Cleaned-TJS_L0_4_1_Dirs_1.txt","Any[1,4]","there is also a bench there",""
"Cleaned-KXP_L0_5_1_Dirs_1.txt","Any[2,1,3,1,4]","go to the shorter end of the hallway make a left go till the bench",""
"Cleaned-TJS_L0_3_7_Dirs_1.txt","Any[2,1,3,1,1,3,4]","go all the way down the winding hall",""
"Cleaned-TJS_L0_3_7_Dirs_1.txt","Any[1,1,1,4]","it's at the intersection of the rose hall and the yellow hall",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[2,4]","only one direction to go",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[1,4]","walk forward",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_3_7_Dirs_1.txt","Any[1,1,1,4]","walk forward three times",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[2,4]","face the intersection containing the stool",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[1,1,4]","go forward two segments passing a chair",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[4]","you are now facing the yellow-tiled hall",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the stone hall",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with a bare concrete hall",""
"Cleaned-EMWC_L0_3_6_Dirs_1.txt","Any[4]","there is a bench to your right",""
"Cleaned-KXP_L0_4_2_Dirs_1.txt","Any[2,4]","follow the pnk floor",""
"Cleaned-KXP_L0_4_2_Dirs_1.txt","Any[1,1,1,3,4]","go down till the fish hallway on your left",""
"Cleaned-KXP_L0_4_2_Dirs_1.txt","Any[1,1,4]","go down two spaces",""
"Cleaned-KLS_L0_5_6_Dirs_1.txt","Any[2,1,1,1,1,1,4]","take the red brick path towards the lamp all the way down to the intersectino of the black path",""
"Cleaned-KLS_L0_5_6_Dirs_1.txt","Any[2,1,4]","take this black path until you reach the intersection with the white cement",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[2,4]","orient yourself along the stone hallway with the end containing the easel to your back",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[4]","the bench in the bare concrete hall should be to your right",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[1,4]","go forward along the stone hall one segment to the intersection with the brick hall",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[1,1,1,1,1,1,4]","go forward along the brick hall six segments to the intersection with the wooden-floored hall passing a hatrack and a lamp",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with a bare concrete hall",""
"Cleaned-EMWC_L0_6_1_Dirs_1.txt","Any[4]","there is a bench in this intersection",""
"Cleaned-KXP_L0_1_3_Dirs_1.txt","Any[2,1,2,1,1,1,1,2,1,4]","go to the fish walled area",""
"Cleaned-KXP_L0_1_3_Dirs_1.txt","Any[1,1,1,2,1,1,3,1,1,1,2,1,1,2,1,4]","follow the long corridor till it makes a right then follow the series of turns to the end",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[2,4]","turn to face the black hallway with the pictures of towers on either side and a lamp down in the distance",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[3,4]","turn left to face the red hallway",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[1,1,1,1,1,4]","walk forward five times",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[1,3,4]","turn left",""
"Cleaned-EDA_L0_6_1_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[2,4]","turn so that the chair is on the right and you are facing the brown floor",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[1,1,4]","walk forward once",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_L0_1_4_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-KLS_L0_2_4_Dirs_1.txt","Any[2,1,1,3,1,1,4]","take the black path towards the fish until you reach the pink flowered path",""
"Cleaned-KLS_L0_2_4_Dirs_1.txt","Any[2,1,4]","here turn right and go all the way until the end where you can only turn right or left onto a blue path",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[2,4]","go down toward the longer end of the hallway",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,2,4]","make the first right",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,4]","go down",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,1,1,2,4]","make the first right",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,4]","go down",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,3,4]","make the first left",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[1,1,4]","go down till the easel is on the right",""
"Cleaned-KXP_L0_1_6_Dirs_1.txt","Any[3,1,4]","move one space away form the aesal",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[2,4]","face the yellow-tiled hall",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[1,1,1,4]","go forward three segment along this hall to the intersection with a bare concrete hall",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[1,1,4]","go forward two segments to the intersection containing the stool passing a chair",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_L0_7_3_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-KXP_L0_3_6_Dirs_1.txt","Any[2,1,3,1,1,3,4]","follow the hallway out",""
"Cleaned-KXP_L0_3_6_Dirs_1.txt","Any[1,4]","keep going till the aesal is to your left",""
"Cleaned-KXP_L0_3_6_Dirs_1.txt","Any[2,1,4]","move one space wawya from teh aesal",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[2,1,4]","take the pink path to the red brick path",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[3,1,1,2,4]","take a left on red brick and then a right on the black path",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[1,1,3,4]","at the intersection of the black and yellow path take a left onto the yellow path",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[1,2,4]","when road ends go right",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[1,1,2,4]","at the end of the hall go right again",""
"Cleaned-KLS_L0_4_3_Dirs_1.txt","Any[1,4]","the end of this hall is 3",""
"Cleaned-EMWC_L0_4_7_Dirs_1.txt","Any[2,4]","face the pink-flowered carpet hall",""
"Cleaned-EMWC_L0_4_7_Dirs_1.txt","Any[1,1,1,4]","go forward three segments to the intersection with the stone hall passing the hatrack",""
"Cleaned-EDA_L0_1_5_Dirs_1.txt","Any[2,4]","turn so that the chair is on your right",""
"Cleaned-EDA_L0_1_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_L0_1_5_Dirs_1.txt","Any[2,1,4]","turn right walk forward once",""
"Cleaned-TJS_L0_3_2_Dirs_1.txt","Any[2,1,3,1,1,3,4]","go all the way down the winding hall",""
"Cleaned-TJS_L0_3_2_Dirs_1.txt","Any[1,4]","then stop at the first intersection",""
"Cleaned-WLH_L0_3_2_Dirs_1.txt","Any[2,1,4]","move to the stool",""
"Cleaned-WLH_L0_3_2_Dirs_1.txt","Any[3,1,1,4]","turn and move to the corner past the chair",""
"Cleaned-WLH_L0_3_2_Dirs_1.txt","Any[3,1,4]","turn right and move along the green octagon carpet to the grey stone carpet",""
